site_id,year_qtr,treatment,treatment_year_qtr,ncp_wdebt,ncp_emp_rate,smom_emp_rate,Nncp
184000,2011.5,0,0,.4593033,.2342181,.6959359,53
184000,2011.75,0,0,.4366209,.4180665,.6818045,71
184000,2012,0,0,.3869401,.2534725,.6830832,67
184000,2012.25,0,0,.3913618,.3073921,.5731078,54
184000,2012.5,0,0,.4075514,.1816601,.6540032,46
184000,2012.75,0,0,.3881912,.3041261,.6610318,33
184000,2013,0,0,.490107,.2781232,.6253676,60
184000,2013.25,0,0,.3889444,.1792041,.6015019,58
184000,2013.5,0,0,.4764222,.2409808,.6666822,60
184000,2013.75,0,0,.4264242,.2344778,.5706119,40
184000,2014,0,0,.4876596,.1596437,.5540969,41
184000,2014.25,0,0,.424634,.2264326,.532893,53
184000,2014.5,0,0,.401293,.2178024,.6713389,57
184000,2014.75,0,0,.4101734,.1827389,.5987179,26
184000,2015,0,0,.4636288,.317354,.6551244,49
184000,2015.25,0,0,.3805053,.3855594,.6850923,44
184000,2015.5,0,0,.4205346,.3761966,.5394972,34
184000,2015.75,0,0,.4456071,.226078,.6319848,64
184000,2016,0,0,.4855075,.30638,.5526361,38
184000,2016.25,0,0,.4279881,.3589794,.6899012,56
184000,2016.5,0,0,.4845095,.287429,.6735887,48
184000,2016.75,0,0,.4891587,.3079807,.6229566,40
184000,2017,0,0,.4178078,.3281825,.5979239,65
184000,2017.25,0,0,.3988685,.3439816,.552784,47
184000,2017.5,0,0,.3731507,.3748566,.6093609,55
184000,2017.75,0,0,.4021067,.3245102,.6686723,60
184000,2018,0,0,.4286723,.2014636,.6679441,67
184000,2018.25,0,0,.4918827,.3896028,.5714524,57
184000,2018.5,0,0,.3880292,.1813262,.6595238,59
184000,2018.75,0,0,.4211302,.2379037,.5519639,64
184000,2019,0,0,.395639,.3400881,.5868458,50
184000,2019.25,0,0,.4892336,.3916693,.6314715,49
184000,2019.5,0,0,.4563964,.3221536,.6672546,62
184000,2019.75,0,0,.4315256,.2967755,.5509597,66
184000,2020,0,0,.4737134,.2615493,.6081398,58
184000,2020.25,0,0,.4023767,.3086545,.6681634,70
184000,2020.5,0,0,.3742085,.3221215,.7114493,69
184000,2020.75,0,0,.4641752,.3516804,.6675842,70
183000,2011,0,0,.4135845,.4136539,.5830106,46
183000,2011.25,0,0,.46137,.2634747,.6601107,30
183000,2011.5,0,0,.4873732,.2610212,.6925017,64
183000,2011.75,0,0,.4433919,.2297816,.5789173,48
183000,2012,0,0,.4475975,.3293432,.6429875,31
183000,2012.25,0,0,.3963882,.1905347,.5756444,58
183000,2012.5,0,0,.4713281,.3809364,.5672154,31
183000,2012.75,0,0,.3786426,.1962896,.5586118,65
183000,2013,0,0,.4720414,.2970966,.7148486,62
183000,2013.25,0,0,.4490855,.2475542,.6478619,44
183000,2013.5,0,0,.4078746,.1837263,.6869029,37
183000,2013.75,0,0,.3960821,.1535811,.6626612,65
183000,2014,0,0,.4703058,.381663,.5803314,68
183000,2014.25,0,0,.4608035,.4205922,.6465967,38
183000,2014.5,0,0,.4997199,.2390156,.570187,41
183000,2014.75,0,0,.454314,.3843143,.6212474,30
183000,2015,0,0,.4911268,.412248,.6938636,29
183000,2015.25,0,0,.4689413,.3260549,.5398021,65
183000,2015.5,0,0,.4344436,.3115994,.5424979,50
183000,2015.75,0,0,.4994379,.4201447,.5452505,31
183000,2016,0,0,.3890159,.2990169,.6934623,48
183000,2016.25,0,0,.3970034,.1680112,.560209,37
183000,2016.5,0,0,.4486121,.1565127,.5605058,35
183000,2016.75,0,0,.4808214,.3483819,.5222101,26
183000,2017,0,0,.4407659,.3464897,.5597757,29
183000,2017.25,0,0,.4465472,.2744347,.6467163,56
183000,2017.5,0,0,.4642049,.2301498,.5342417,54
183000,2017.75,0,0,.4142684,.3370692,.6572338,26
183000,2018,0,0,.4025805,.257227,.5279481,44
183000,2018.25,0,0,.4341979,.1983878,.673127,64
183000,2018.5,0,0,.4518493,.1882489,.6052402,26
183000,2018.75,0,0,.3773948,.2309268,.6050538,34
183000,2019,0,0,.4264645,.1550045,.6338437,37
183000,2019.25,0,0,.4713369,.3245495,.5885168,26
183000,2019.5,0,0,.4482368,.2520781,.6674515,69
183000,2019.75,0,0,.4390937,.1574529,.690405,64
183000,2020,0,0,.4662391,.4056132,.5825732,66
183000,2020.25,0,0,.4584077,.2020667,.6515768,66
183000,2020.5,0,0,.4606479,.4315615,.5896034,61
183000,2020.75,0,0,.4989429,.2607371,.6088958,43
182000,2011,0,0,.4480418,.3059299,.6563609,51
182000,2011.25,0,0,.4528968,.369928,.672506,41
182000,2011.5,0,0,.4554368,.2172532,.6252728,28
182000,2011.75,0,0,.4243697,.4369676,.536059,40
182000,2012,0,0,.4880433,.372355,.6139964,49
182000,2012.25,0,0,.3855314,.3857391,.576341,45
182000,2012.5,0,0,.4470007,.2495619,.5520068,35
182000,2012.75,0,0,.493467,.2784551,.6727741,55
182000,2013,0,0,.4938939,.3678649,.6039372,23
182000,2013.25,0,0,.4879937,.2271758,.7057586,34
182000,2013.5,0,0,.4154954,.3088616,.7182716,62
182000,2013.75,0,0,.4797194,.4183726,.7001701,52
182000,2014,0,0,.4910638,.2500854,.5371134,51
182000,2014.25,0,0,.4883086,.2239655,.7152239,43
182000,2014.5,0,0,.44586,.1509929,.5991545,64
182000,2014.75,0,0,.4046906,.3749403,.5633969,44
182000,2015,0,0,.4292845,.1986924,.6851604,37
182000,2015.25,0,0,.4200574,.1672674,.5680594,24
182000,2015.5,0,0,.3954014,.4286283,.6335297,55
182000,2015.75,0,0,.4461677,.3522334,.5767111,39
182000,2016,0,0,.436527,.3012372,.6053736,55
182000,2016.25,0,0,.4623969,.2902189,.5677989,42
182000,2016.5,0,0,.4067254,.4062401,.6265101,27
182000,2016.75,0,0,.4021352,.2010317,.6766224,59
182000,2017,0,0,.376471,.3493782,.5682739,36
182000,2017.25,0,0,.4810083,.2110131,.686564,40
182000,2017.5,0,0,.4314718,.2186917,.5860444,51
182000,2017.75,0,0,.3980525,.2926823,.6145195,26
182000,2018,0,0,.4987858,.2332869,.6059267,28
182000,2018.25,0,0,.3736206,.3289997,.6823401,46
182000,2018.5,0,0,.4214362,.2960575,.5605218,26
182000,2018.75,0,0,.4821299,.3116534,.5285466,47
182000,2019,0,0,.4132477,.1649695,.6659528,54
182000,2019.25,0,0,.4329939,.2276097,.6453599,47
182000,2019.5,0,0,.4370031,.3930576,.6012418,33
182000,2019.75,0,0,.4302773,.1937045,.578095,45
182000,2020,0,0,.4857635,.2072884,.6285437,67
182000,2020.25,0,0,.4430934,.3369822,.5909822,67
182000,2020.5,0,0,.460779,.2513008,.6789592,23
182000,2020.75,0,0,.4711408,.2498881,.5916526,64
181000,2011,0,0,.4583347,.3111297,.5432391,49
181000,2011.25,0,0,.4880196,.2203629,.5853868,70
181000,2011.5,0,0,.3798137,.2334797,.6999127,55
181000,2011.75,0,0,.4613347,.3188875,.5666625,55
181000,2012,0,0,.4375085,.1745311,.5940493,41
181000,2012.25,0,0,.3874031,.160532,.5665618,65
181000,2012.5,0,0,.4933676,.3126241,.5246634,67
181000,2012.75,0,0,.4107147,.2593228,.5900903,27
181000,2013,0,0,.4449997,.3773155,.5915682,49
181000,2013.25,0,0,.4400258,.4121685,.5246502,64
181000,2013.5,0,0,.4984089,.2393479,.6778108,60
181000,2013.75,0,0,.4590867,.3480201,.5440617,37
181000,2014,0,0,.420945,.3719347,.5779625,23
181000,2014.25,0,0,.4907074,.364852,.5417275,39
181000,2014.5,0,0,.4089472,.288173,.7143278,66
181000,2014.75,0,0,.4711174,.4066375,.6567484,28
181000,2015,0,0,.4293752,.2903302,.654263,65
181000,2015.25,0,0,.4431765,.3792132,.5251615,44
181000,2015.5,0,0,.4416436,.212665,.5802491,56
181000,2015.75,0,0,.3749242,.2771516,.6425543,51
181000,2016,0,0,.4272274,.2937887,.5338057,56
181000,2016.25,0,0,.4892488,.1926736,.5461605,42
181000,2016.5,0,0,.4963735,.4170972,.6831577,30
181000,2016.75,0,0,.3726363,.3740414,.5854559,48
181000,2017,0,0,.464916,.2244465,.6965286,40
181000,2017.25,0,0,.4556358,.1715186,.6959116,64
181000,2017.5,0,0,.4830892,.1696604,.6799407,51
181000,2017.75,0,0,.4869847,.424532,.5200818,29
181000,2018,0,0,.4443555,.4427428,.5737742,28
181000,2018.25,0,0,.397419,.195935,.5515343,50
181000,2018.5,0,0,.4342122,.3013767,.6890617,38
181000,2018.75,0,0,.3975534,.198318,.6149299,26
181000,2019,0,0,.4059205,.1929779,.7175009,63
181000,2019.25,0,0,.4615297,.1941348,.713751,31
181000,2019.5,0,0,.3963923,.3933186,.6959652,39
181000,2019.75,0,0,.4713727,.4145049,.63871,58
181000,2020,0,0,.4184867,.3227979,.6565221,62
181000,2020.25,0,0,.3821586,.4214902,.5698747,25
181000,2020.5,0,0,.3858129,.4361754,.6700662,32
181000,2020.75,0,0,.4947975,.2575627,.7020882,54
180000,2011,0,0,.4954176,.2596529,.6276342,27
180000,2011.25,0,0,.3966873,.2615072,.5897761,24
180000,2011.5,0,0,.3711916,.2307564,.710078,40
180000,2011.75,0,0,.4366626,.3824968,.6420402,47
180000,2012,0,0,.3817575,.1756467,.5568776,41
180000,2012.25,0,0,.4607213,.291652,.6673843,69
180000,2012.5,0,0,.4351361,.1870483,.6775734,27
180000,2012.75,0,0,.4066639,.2177312,.6725973,34
180000,2013,0,0,.4981126,.2235532,.6261498,27
180000,2013.25,0,0,.3775296,.2256692,.6876859,45
180000,2013.5,0,0,.3757577,.433971,.6294019,57
180000,2013.75,0,0,.4085981,.2156969,.6745924,62
180000,2014,0,0,.429722,.2221837,.6680335,53
180000,2014.25,0,0,.4280346,.4039147,.6146137,25
180000,2014.5,0,0,.4034997,.3087639,.5331848,30
180000,2014.75,0,0,.4377753,.3683118,.661395,28
180000,2015,0,0,.4043432,.4028244,.717194,34
180000,2015.25,0,0,.4987612,.2560547,.6662106,33
180000,2015.5,0,0,.444294,.2121475,.6322717,39
180000,2015.75,0,0,.4683013,.3195162,.7034899,36
180000,2016,0,0,.4203144,.4160433,.6075665,68
180000,2016.25,0,0,.3905541,.4122452,.5373261,65
180000,2016.5,0,0,.4347,.3440102,.5488198,33
180000,2016.75,0,0,.4110782,.1991792,.6805624,30
180000,2017,0,0,.4444605,.1953515,.6813537,35
180000,2017.25,0,0,.4881519,.3606108,.6037873,47
180000,2017.5,0,0,.3708174,.2646366,.6997096,29
180000,2017.75,0,0,.4199574,.3725579,.7014834,26
180000,2018,0,0,.4991986,.4066116,.6326157,44
180000,2018.25,0,0,.4639083,.3049028,.706417,58
180000,2018.5,0,0,.4978018,.2021131,.5619317,43
180000,2018.75,0,0,.487357,.1996479,.6757579,69
180000,2019,0,0,.4143027,.3240576,.6953779,46
180000,2019.25,0,0,.4346873,.2379929,.5353022,48
180000,2019.5,0,0,.4890925,.2439499,.6950324,44
180000,2019.75,0,0,.4232053,.3948084,.5200646,60
180000,2020,0,0,.4078981,.3897277,.6304192,33
180000,2020.25,0,0,.3889632,.4190124,.5218708,51
180000,2020.5,0,0,.4333918,.2368989,.6342839,25
180000,2020.75,0,0,.4334527,.2203936,.6939012,54
179000,2011,0,0,.3735443,.3967966,.7097263,40
179000,2011.25,0,0,.4584309,.3440239,.5735403,25
179000,2011.5,0,0,.4439285,.3114298,.616305,69
179000,2011.75,0,0,.3758435,.403282,.7044797,71
179000,2012,0,0,.3989143,.4498439,.5773029,55
179000,2012.25,0,0,.4340456,.3766377,.6985884,66
179000,2012.5,0,0,.4580901,.1760048,.5422665,47
179000,2012.75,0,0,.484511,.3178094,.6458629,58
179000,2013,0,0,.394194,.2236324,.5909249,46
179000,2013.25,0,0,.4060183,.3242415,.6211145,38
179000,2013.5,0,0,.4167317,.154149,.6308761,63
179000,2013.75,0,0,.396428,.1677137,.6014282,54
179000,2014,0,0,.3900123,.3330347,.562623,30
179000,2014.25,0,0,.3986719,.2435595,.6904828,71
179000,2014.5,0,0,.4768271,.401668,.6055315,62
179000,2014.75,0,0,.4700515,.3531506,.6927477,29
179000,2015,0,0,.3955535,.3040868,.7031036,60
179000,2015.25,0,0,.4655116,.4037938,.5295038,44
179000,2015.5,0,0,.4675927,.3256392,.5500031,40
179000,2015.75,0,0,.4339187,.3828477,.5704302,53
179000,2016,0,0,.453984,.3322191,.6274843,42
179000,2016.25,0,0,.4260876,.3657108,.5378483,47
179000,2016.5,0,0,.4781527,.4238716,.5356363,40
179000,2016.75,0,0,.4221069,.2323346,.7110532,68
179000,2017,0,0,.3972841,.1878009,.5759553,50
179000,2017.25,0,0,.4536421,.2746534,.6766572,53
179000,2017.5,0,0,.4556019,.3468763,.592144,59
179000,2017.75,0,0,.4603909,.4237571,.6894891,55
179000,2018,0,0,.3880341,.248275,.565795,25
179000,2018.25,0,0,.4619567,.3008677,.630864,34
179000,2018.5,0,0,.3882597,.3927058,.5251679,61
179000,2018.75,0,0,.3777768,.2129496,.6815715,67
179000,2019,0,0,.4561073,.307775,.6231421,59
179000,2019.25,0,0,.4059559,.1876212,.5464807,56
179000,2019.5,0,0,.4491144,.2010406,.6766447,46
179000,2019.75,0,0,.3976499,.2187802,.6145138,49
179000,2020,0,0,.430191,.2767086,.5539546,37
179000,2020.25,0,0,.413088,.261589,.585768,66
179000,2020.5,0,0,.3916924,.4106399,.6121124,25
179000,2020.75,0,0,.3716313,.3353861,.5608522,45
178000,2011,0,0,.3995264,.2851487,.6319641,34
178000,2011.25,0,0,.4402482,.4201823,.6929983,47
178000,2011.5,0,0,.4381385,.1757883,.6032013,30
178000,2011.75,0,0,.3918495,.3086708,.5330763,67
178000,2012,0,0,.4414863,.3146888,.5964033,33
178000,2012.25,0,0,.4317172,.2296874,.5859526,67
178000,2012.5,0,0,.4071754,.1606237,.6015107,38
178000,2012.75,0,0,.4140858,.1870915,.6884053,41
178000,2013,0,0,.4011069,.3930997,.5504017,34
178000,2013.25,0,0,.4567208,.1850611,.6618975,64
178000,2013.5,0,0,.4467187,.3690079,.6021749,36
178000,2013.75,0,0,.4199224,.373491,.5824811,71
178000,2014,0,0,.3928755,.3242006,.6922219,27
178000,2014.25,0,0,.370281,.3667267,.6651465,35
178000,2014.5,0,0,.4888407,.2951622,.6627949,54
178000,2014.75,0,0,.4970038,.1841811,.5388899,31
178000,2015,0,0,.4235485,.1565298,.6670626,60
178000,2015.25,0,0,.460355,.1650037,.5317,65
178000,2015.5,0,0,.4064862,.1605909,.6486056,49
178000,2015.75,0,0,.4927772,.3677874,.5786878,71
178000,2016,0,0,.4608831,.2619781,.5934391,36
178000,2016.25,0,0,.3816804,.4010172,.6273344,60
178000,2016.5,0,0,.4457265,.207699,.6050255,65
178000,2016.75,0,0,.3783072,.371823,.5649157,42
178000,2017,0,0,.4610704,.3272668,.7130566,72
178000,2017.25,0,0,.447767,.2927734,.5221796,60
178000,2017.5,0,0,.4664749,.22977,.523279,63
178000,2017.75,0,0,.467932,.2262895,.5983853,27
178000,2018,0,0,.4576212,.4246115,.6297675,69
178000,2018.25,0,0,.4343215,.2643157,.6258017,34
178000,2018.5,0,0,.4450417,.1789227,.6134635,46
178000,2018.75,0,0,.4163791,.3979046,.6767274,62
178000,2019,0,0,.4571546,.2555147,.5395349,70
178000,2019.25,0,0,.4465755,.3714204,.5392452,69
178000,2019.5,0,0,.3771386,.213406,.6173313,55
178000,2019.75,0,0,.4533977,.2537117,.5492711,29
178000,2020,0,0,.4154522,.2897158,.5274746,67
178000,2020.25,0,0,.4391583,.1785264,.5818903,31
178000,2020.5,0,0,.4777223,.3726492,.5921841,67
178000,2020.75,0,0,.4197983,.1850603,.7128882,70
177000,2011,0,0,.375879,.384282,.6759532,47
177000,2011.25,0,0,.4428869,.3491483,.5585656,45
177000,2011.5,0,0,.3867219,.2190817,.6827906,42
177000,2011.75,0,0,.4167733,.4308898,.5387924,48
177000,2012,0,0,.4949342,.2992377,.6959456,62
177000,2012.25,0,0,.475742,.2798837,.5427899,52
177000,2012.5,0,0,.4409483,.2717174,.6476266,51
177000,2012.75,0,0,.4534431,.4048749,.5598063,71
177000,2013,0,0,.4563192,.2275826,.5908755,24
177000,2013.25,0,0,.4579029,.1712157,.6010287,58
177000,2013.5,0,0,.4035785,.2661123,.6058678,25
177000,2013.75,0,0,.4810838,.259601,.5504603,62
177000,2014,0,0,.4153137,.4060056,.7019377,30
177000,2014.25,0,0,.4769761,.3793723,.640431,72
177000,2014.5,0,0,.4537476,.3248015,.5639368,62
177000,2014.75,0,0,.48085,.154767,.5948006,43
177000,2015,0,0,.476732,.2878448,.5319208,37
177000,2015.25,0,0,.4885982,.1585815,.5745564,39
177000,2015.5,0,0,.4503536,.326302,.6997083,65
177000,2015.75,0,0,.3802521,.258254,.6349182,30
177000,2016,0,0,.4459562,.1930791,.5808961,53
177000,2016.25,0,0,.4235664,.4324093,.5792509,24
177000,2016.5,0,0,.4189306,.1503312,.5331765,43
177000,2016.75,0,0,.4303166,.3613118,.6860618,68
177000,2017,0,0,.4601262,.2116274,.5910333,49
177000,2017.25,0,0,.3902119,.1778149,.6573558,47
177000,2017.5,0,0,.4783095,.3745365,.5929655,56
177000,2017.75,0,0,.3827401,.2751282,.6653185,61
177000,2018,0,0,.4570262,.3024095,.5879364,51
177000,2018.25,0,0,.3753047,.2208252,.547484,61
177000,2018.5,0,0,.4865406,.4357707,.5697562,27
177000,2018.75,0,0,.4942577,.1744186,.5232775,51
177000,2019,0,0,.4710588,.4022247,.7021258,61
177000,2019.25,0,0,.3941624,.264605,.5833163,27
177000,2019.5,0,0,.3866964,.1870768,.6954547,67
177000,2019.75,0,0,.4105644,.1920724,.6784889,60
177000,2020,0,0,.4523555,.2769981,.7128139,50
177000,2020.25,0,0,.4153925,.2498521,.5423941,43
177000,2020.5,0,0,.4016543,.2739901,.6904882,60
177000,2020.75,0,0,.4704146,.4498197,.6725186,32
176000,2011,0,0,.3826947,.227775,.6557478,39
176000,2011.25,0,0,.4149073,.4363828,.6212807,54
176000,2011.5,0,0,.4879819,.1927814,.7188559,68
176000,2011.75,0,0,.423617,.2748376,.7089722,34
176000,2012,0,0,.4659339,.3670021,.5541365,25
176000,2012.25,0,0,.4897568,.3120614,.619825,56
176000,2012.5,0,0,.4498992,.3392878,.5218672,31
176000,2012.75,0,0,.4760333,.3169138,.5277882,67
176000,2013,0,0,.4562316,.2008381,.7019967,61
176000,2013.25,0,0,.4695963,.3474006,.6447738,36
176000,2013.5,0,0,.4120252,.2378878,.5430589,44
176000,2013.75,0,0,.4132743,.2130294,.6862893,55
176000,2014,0,0,.4574488,.34314,.6676357,47
176000,2014.25,0,0,.4572359,.3544107,.6548638,42
176000,2014.5,0,0,.4570972,.2750104,.5770041,37
176000,2014.75,0,0,.4684719,.1755993,.6454325,37
176000,2015,0,0,.4501027,.1549775,.5578766,48
176000,2015.25,0,0,.3703829,.2929247,.6867771,41
176000,2015.5,0,0,.4858404,.2131645,.6467146,34
176000,2015.75,0,0,.3704898,.3876596,.5503728,59
176000,2016,0,0,.3845253,.3386408,.6333512,62
176000,2016.25,0,0,.4677034,.1966534,.5267743,47
176000,2016.5,0,0,.4951285,.2338718,.6904207,27
176000,2016.75,0,0,.3902791,.2846057,.6701477,69
176000,2017,0,0,.4956897,.1661907,.681839,61
176000,2017.25,0,0,.4938066,.2350685,.7163982,56
176000,2017.5,0,0,.4721802,.3904132,.6852214,28
176000,2017.75,0,0,.4757962,.4142427,.5931289,69
176000,2018,0,0,.4576834,.3654478,.5422873,27
176000,2018.25,0,0,.4030646,.291362,.5639772,42
176000,2018.5,0,0,.421042,.2360737,.6469278,69
176000,2018.75,0,0,.484052,.366408,.67979,27
176000,2019,0,0,.4111112,.3233175,.6001936,35
176000,2019.25,0,0,.4335412,.2402118,.6366982,63
176000,2019.5,0,0,.3894967,.2590533,.6414114,66
176000,2019.75,0,0,.4440286,.3822786,.691038,53
176000,2020,0,0,.4276496,.3353525,.6290499,32
176000,2020.25,0,0,.437249,.2532588,.6046671,32
176000,2020.5,0,0,.4404698,.418862,.6699932,71
176000,2020.75,0,0,.4250145,.3074576,.6155098,56
175000,2011,0,0,.4699214,.2050385,.659234,26
175000,2011.25,0,0,.488067,.3440708,.605243,70
175000,2011.5,0,0,.4338517,.4040742,.7056348,27
175000,2011.75,0,0,.4044859,.3632073,.5780449,52
175000,2012,0,0,.3818716,.3451328,.5512888,65
175000,2012.25,0,0,.3789808,.2707606,.6583183,53
175000,2012.5,0,0,.3704157,.1682241,.7180983,33
175000,2012.75,0,0,.4826468,.2488268,.6852285,39
175000,2013,0,0,.4437638,.3419124,.6626618,37
175000,2013.25,0,0,.4726372,.2417414,.5256273,64
175000,2013.5,0,0,.4586924,.269962,.6554005,42
175000,2013.75,0,0,.4547312,.1822696,.6869233,63
175000,2014,0,0,.4233345,.3901458,.6733356,27
175000,2014.25,0,0,.387819,.3758695,.6522118,65
175000,2014.5,0,0,.4959607,.4448385,.6746864,60
175000,2014.75,0,0,.3951171,.4083163,.5664409,32
175000,2015,0,0,.4046298,.1626546,.5273176,39
175000,2015.25,0,0,.4454687,.4074796,.6859232,27
175000,2015.5,0,0,.4194669,.2896267,.5631613,61
175000,2015.75,0,0,.4278027,.2323681,.6334026,47
175000,2016,0,0,.4257776,.2193709,.528024,39
175000,2016.25,0,0,.4243852,.2236807,.5605718,62
175000,2016.5,0,0,.4726419,.1660756,.5269111,39
175000,2016.75,0,0,.4853807,.4144953,.715571,45
175000,2017,0,0,.4162351,.2790951,.6564472,57
175000,2017.25,0,0,.3778495,.3406619,.6466737,24
175000,2017.5,0,0,.3900918,.2546699,.6705858,30
175000,2017.75,0,0,.4917718,.2965232,.6684279,29
175000,2018,0,0,.4681388,.1528365,.540157,52
175000,2018.25,0,0,.4793955,.3970245,.6073824,29
175000,2018.5,0,0,.3936369,.3083588,.5873051,47
175000,2018.75,0,0,.4085724,.2631643,.7137773,30
175000,2019,0,0,.4577151,.2901979,.6155091,24
175000,2019.25,0,0,.3728295,.2615384,.599079,40
175000,2019.5,0,0,.4749935,.2517622,.6328176,33
175000,2019.75,0,0,.3756369,.4020315,.7157747,49
175000,2020,0,0,.4353349,.2382465,.5776201,62
175000,2020.25,0,0,.4520776,.2503317,.6847511,43
175000,2020.5,0,0,.4047868,.1510801,.7150086,24
175000,2020.75,0,0,.4782527,.4453937,.6422777,47
174000,2011,0,0,.4905775,.2932672,.5330859,25
174000,2011.25,0,0,.4820164,.4328175,.5667468,67
174000,2011.5,0,0,.4709253,.3056518,.5955622,37
174000,2011.75,0,0,.4351062,.3958946,.6878737,29
174000,2012,0,0,.3924848,.2763369,.6539624,54
174000,2012.25,0,0,.4411422,.1654763,.6790859,68
174000,2012.5,0,0,.4195321,.2406179,.6070381,71
174000,2012.75,0,0,.4120131,.2636745,.6938683,47
174000,2013,0,0,.4178886,.2638823,.5246327,44
174000,2013.25,0,0,.4081103,.341973,.6048366,46
174000,2013.5,0,0,.3762759,.3033838,.6744729,60
174000,2013.75,0,0,.4940337,.2911304,.5553829,49
